coverage	seqs	seqnames	Type	Chromosome	Position	seq_type
1	86	10	gain	10	1773	gain_10
1	87	10	gain	10	1774	gain_10
0	88	10	gain	10	1775	gain_10
2	89	10	gain	10	1776	gain_10
1	90	10	gain	10	1777	gain_10
0	91	10	gain	10	1778	gain_10
0	92	10	gain	10	1779	gain_10
0	93	10	gain	10	1780	gain_10
0	94	10	gain	10	1781	gain_10
0	95	10	gain	10	1782	gain_10
0	96	10	gain	10	1783	gain_10
0	97	10	gain	10	1784	gain_10
0	98	10	gain	10	1785	gain_10
0	99	10	gain	10	1786	gain_10
0	100	10	gain	10	1787	gain_10
0	101	10	gain	10	1788	gain_10
0	102	10	gain	10	1789	gain_10
0	103	10	gain	10	1790	gain_10
0	104	10	gain	10	1791	gain_10
0	105	10	gain	10	1792	gain_10
0	106	10	gain	10	1793	gain_10
0	107	10	gain	10	1794	gain_10
0	108	10	gain	10	1795	gain_10
0	109	10	gain	10	1796	gain_10
0	110	10	gain	10	1797	gain_10
0	111	10	gain	10	1798	gain_10
0	112	10	gain	10	1799	gain_10
0	113	10	gain	10	1800	gain_10
1	114	10	gain	10	1801	gain_10
0	115	10	gain	10	1802	gain_10
0	116	10	gain	10	1803	gain_10
0	117	10	gain	10	1804	gain_10
0	118	10	gain	10	1805	gain_10
0	119	10	gain	10	1806	gain_10
0	120	10	gain	10	1807	gain_10
0	121	10	gain	10	1808	gain_10
0	122	10	gain	10	1809	gain_10
0	123	10	gain	10	1810	gain_10
0	124	10	gain	10	1811	gain_10
0	125	10	gain	10	1812	gain_10
0	126	10	gain	10	1813	gain_10
0	127	10	gain	10	1814	gain_10
1	128	10	gain	10	1815	gain_10
0	129	10	gain	10	1816	gain_10
1	130	10	gain	10	1817	gain_10
0	131	10	gain	10	1818	gain_10
0	132	10	gain	10	1819	gain_10
0	133	10	gain	10	1820	gain_10
1	134	10	gain	10	1821	gain_10
1	135	10	gain	10	1822	gain_10
2	136	10	gain	10	1823	gain_10
0	1	11	gain	11	1824	gain_11
0	2	11	gain	11	1825	gain_11
0	3	11	gain	11	1826	gain_11
1	4	11	gain	11	1827	gain_11
0	5	11	gain	11	1828	gain_11
0	6	11	gain	11	1829	gain_11
0	7	11	gain	11	1830	gain_11
0	8	11	gain	11	1831	gain_11
2	9	11	gain	11	1832	gain_11
0	10	11	gain	11	1833	gain_11
0	11	11	gain	11	1834	gain_11
0	12	11	gain	11	1835	gain_11
0	13	11	gain	11	1836	gain_11
0	14	11	gain	11	1837	gain_11
0	15	11	gain	11	1838	gain_11
0	16	11	gain	11	1839	gain_11
0	17	11	gain	11	1840	gain_11
0	18	11	gain	11	1841	gain_11
0	19	11	gain	11	1842	gain_11
0	20	11	gain	11	1843	gain_11
3	21	11	gain	11	1844	gain_11
1	22	11	gain	11	1845	gain_11
0	23	11	gain	11	1846	gain_11
1	24	11	gain	11	1847	gain_11
1	25	11	gain	11	1848	gain_11
1	26	11	gain	11	1849	gain_11
0	27	11	gain	11	1850	gain_11
0	28	11	gain	11	1851	gain_11
0	29	11	gain	11	1852	gain_11
0	30	11	gain	11	1853	gain_11
0	31	11	gain	11	1854	gain_11
1	32	11	gain	11	1855	gain_11
2	33	11	gain	11	1856	gain_11
0	34	11	gain	11	1857	gain_11
0	35	11	gain	11	1858	gain_11
0	36	11	gain	11	1859	gain_11
1	37	11	gain	11	1860	gain_11
1	38	11	gain	11	1861	gain_11
0	39	11	gain	11	1862	gain_11
0	40	11	gain	11	1863	gain_11
0	41	11	gain	11	1864	gain_11
0	42	11	gain	11	1865	gain_11
2	43	11	gain	11	1866	gain_11
0	44	11	gain	11	1867	gain_11
0	45	11	gain	11	1868	gain_11
2	46	11	gain	11	1869	gain_11
1	47	11	gain	11	1870	gain_11
2	48	11	gain	11	1871	gain_11
0	49	11	gain	11	1872	gain_11
2	50	11	gain	11	1873	gain_11
2	51	11	gain	11	1874	gain_11
3	52	11	gain	11	1875	gain_11
0	53	11	gain	11	1876	gain_11
0	54	11	gain	11	1877	gain_11
0	55	11	gain	11	1878	gain_11
2	56	11	gain	11	1879	gain_11
2	57	11	gain	11	1880	gain_11
1	58	11	gain	11	1881	gain_11
0	59	11	gain	11	1882	gain_11
0	60	11	gain	11	1883	gain_11
1	61	11	gain	11	1884	gain_11
0	62	11	gain	11	1885	gain_11
0	63	11	gain	11	1886	gain_11
0	64	11	gain	11	1887	gain_11
0	65	11	gain	11	1888	gain_11
0	66	11	gain	11	1889	gain_11
0	67	11	gain	11	1890	gain_11
1	68	11	gain	11	1891	gain_11
1	69	11	gain	11	1892	gain_11
0	70	11	gain	11	1893	gain_11
1	71	11	gain	11	1894	gain_11
1	72	11	gain	11	1895	gain_11
0	73	11	gain	11	1896	gain_11
1	74	11	gain	11	1897	gain_11
3	75	11	gain	11	1898	gain_11
1	76	11	gain	11	1899	gain_11
0	77	11	gain	11	1900	gain_11
0	78	11	gain	11	1901	gain_11
2	79	11	gain	11	1902	gain_11
1	80	11	gain	11	1903	gain_11
0	81	11	gain	11	1904	gain_11
0	82	11	gain	11	1905	gain_11
2	83	11	gain	11	1906	gain_11
2	84	11	gain	11	1907	gain_11
1	85	11	gain	11	1908	gain_11
1	86	11	gain	11	1909	gain_11
3	87	11	gain	11	1910	gain_11
4	88	11	gain	11	1911	gain_11
3	89	11	gain	11	1912	gain_11
2	90	11	gain	11	1913	gain_11
1	91	11	gain	11	1914	gain_11
3	92	11	gain	11	1915	gain_11
1	93	11	gain	11	1916	gain_11
1	94	11	gain	11	1917	gain_11
2	95	11	gain	11	1918	gain_11
0	96	11	gain	11	1919	gain_11
0	97	11	gain	11	1920	gain_11
1	98	11	gain	11	1921	gain_11
1	99	11	gain	11	1922	gain_11
1	100	11	gain	11	1923	gain_11
2	101	11	gain	11	1924	gain_11
2	102	11	gain	11	1925	gain_11
0	103	11	gain	11	1926	gain_11
0	104	11	gain	11	1927	gain_11
0	105	11	gain	11	1928	gain_11
0	106	11	gain	11	1929	gain_11
0	107	11	gain	11	1930	gain_11
0	108	11	gain	11	1931	gain_11
1	109	11	gain	11	1932	gain_11
0	110	11	gain	11	1933	gain_11
0	111	11	gain	11	1934	gain_11
0	112	11	gain	11	1935	gain_11
2	113	11	gain	11	1936	gain_11
0	114	11	gain	11	1937	gain_11
0	115	11	gain	11	1938	gain_11
1	116	11	gain	11	1939	gain_11
0	117	11	gain	11	1940	gain_11
0	118	11	gain	11	1941	gain_11
0	119	11	gain	11	1942	gain_11
0	120	11	gain	11	1943	gain_11
0	121	11	gain	11	1944	gain_11
0	122	11	gain	11	1945	gain_11
0	123	11	gain	11	1946	gain_11
0	124	11	gain	11	1947	gain_11
0	125	11	gain	11	1948	gain_11
0	126	11	gain	11	1949	gain_11
2	127	11	gain	11	1950	gain_11
0	128	11	gain	11	1951	gain_11
0	129	11	gain	11	1952	gain_11
0	130	11	gain	11	1953	gain_11
1	131	11	gain	11	1954	gain_11
0	132	11	gain	11	1955	gain_11
0	133	11	gain	11	1956	gain_11
0	134	11	gain	11	1957	gain_11
2	135	11	gain	11	1958	gain_11
0	136	11	gain	11	1959	gain_11
1	1	12	gain	12	1960	gain_12
0	2	12	gain	12	1961	gain_12
1	3	12	gain	12	1962	gain_12
1	4	12	gain	12	1963	gain_12
1	5	12	gain	12	1964	gain_12
0	6	12	gain	12	1965	gain_12
0	7	12	gain	12	1966	gain_12
0	8	12	gain	12	1967	gain_12
3	9	12	gain	12	1968	gain_12
2	10	12	gain	12	1969	gain_12
0	11	12	gain	12	1970	gain_12
3	12	12	gain	12	1971	gain_12
1	13	12	gain	12	1972	gain_12
2	14	12	gain	12	1973	gain_12
1	15	12	gain	12	1974	gain_12
0	16	12	gain	12	1975	gain_12
0	17	12	gain	12	1976	gain_12
0	18	12	gain	12	1977	gain_12
0	19	12	gain	12	1978	gain_12
1	20	12	gain	12	1979	gain_12
1	21	12	gain	12	1980	gain_12
1	22	12	gain	12	1981	gain_12
0	23	12	gain	12	1982	gain_12
1	24	12	gain	12	1983	gain_12
4	25	12	gain	12	1984	gain_12
1	26	12	gain	12	1985	gain_12
1	27	12	gain	12	1986	gain_12
1	28	12	gain	12	1987	gain_12
0	29	12	gain	12	1988	gain_12
0	30	12	gain	12	1989	gain_12
0	31	12	gain	12	1990	gain_12
0	32	12	gain	12	1991	gain_12
1	33	12	gain	12	1992	gain_12
6	34	12	gain	12	1993	gain_12
5	35	12	gain	12	1994	gain_12
0	36	12	gain	12	1995	gain_12
0	37	12	gain	12	1996	gain_12
0	38	12	gain	12	1997	gain_12
4	39	12	gain	12	1998	gain_12
5	40	12	gain	12	1999	gain_12
5	41	12	gain	12	2000	gain_12
2	42	12	gain	12	2001	gain_12
3	43	12	gain	12	2002	gain_12
0	44	12	gain	12	2003	gain_12
0	45	12	gain	12	2004	gain_12
0	46	12	gain	12	2005	gain_12
0	47	12	gain	12	2006	gain_12
0	48	12	gain	12	2007	gain_12
0	49	12	gain	12	2008	gain_12
0	50	12	gain	12	2009	gain_12
0	51	12	gain	12	2010	gain_12
0	52	12	gain	12	2011	gain_12
0	53	12	gain	12	2012	gain_12
0	54	12	gain	12	2013	gain_12
0	55	12	gain	12	2014	gain_12
0	56	12	gain	12	2015	gain_12
2	57	12	gain	12	2016	gain_12
2	58	12	gain	12	2017	gain_12
4	59	12	gain	12	2018	gain_12
1	60	12	gain	12	2019	gain_12
0	61	12	gain	12	2020	gain_12
0	62	12	gain	12	2021	gain_12
0	63	12	gain	12	2022	gain_12
1	64	12	gain	12	2023	gain_12
1	65	12	gain	12	2024	gain_12
0	66	12	gain	12	2025	gain_12
0	67	12	gain	12	2026	gain_12
1	68	12	gain	12	2027	gain_12
3	69	12	gain	12	2028	gain_12
1	70	12	gain	12	2029	gain_12
1	71	12	gain	12	2030	gain_12
0	72	12	gain	12	2031	gain_12
0	73	12	gain	12	2032	gain_12
1	74	12	gain	12	2033	gain_12
1	75	12	gain	12	2034	gain_12
3	76	12	gain	12	2035	gain_12
2	77	12	gain	12	2036	gain_12
3	78	12	gain	12	2037	gain_12
2	79	12	gain	12	2038	gain_12
0	80	12	gain	12	2039	gain_12
0	81	12	gain	12	2040	gain_12
2	82	12	gain	12	2041	gain_12
2	83	12	gain	12	2042	gain_12
0	84	12	gain	12	2043	gain_12
0	85	12	gain	12	2044	gain_12
0	86	12	gain	12	2045	gain_12
1	87	12	gain	12	2046	gain_12
0	88	12	gain	12	2047	gain_12
0	89	12	gain	12	2048	gain_12
0	90	12	gain	12	2049	gain_12
0	91	12	gain	12	2050	gain_12
0	92	12	gain	12	2051	gain_12
1	93	12	gain	12	2052	gain_12
0	94	12	gain	12	2053	gain_12
0	95	12	gain	12	2054	gain_12
0	96	12	gain	12	2055	gain_12
0	97	12	gain	12	2056	gain_12
1	98	12	gain	12	2057	gain_12
1	99	12	gain	12	2058	gain_12
0	100	12	gain	12	2059	gain_12
0	101	12	gain	12	2060	gain_12
0	102	12	gain	12	2061	gain_12
0	103	12	gain	12	2062	gain_12
0	104	12	gain	12	2063	gain_12
1	105	12	gain	12	2064	gain_12
1	106	12	gain	12	2065	gain_12
1	107	12	gain	12	2066	gain_12
1	108	12	gain	12	2067	gain_12
0	109	12	gain	12	2068	gain_12
0	110	12	gain	12	2069	gain_12
0	111	12	gain	12	2070	gain_12
0	112	12	gain	12	2071	gain_12
0	113	12	gain	12	2072	gain_12
0	114	12	gain	12	2073	gain_12
1	115	12	gain	12	2074	gain_12
1	116	12	gain	12	2075	gain_12
0	117	12	gain	12	2076	gain_12
1	118	12	gain	12	2077	gain_12
0	119	12	gain	12	2078	gain_12
0	120	12	gain	12	2079	gain_12
0	121	12	gain	12	2080	gain_12
0	122	12	gain	12	2081	gain_12
1	123	12	gain	12	2082	gain_12
3	124	12	gain	12	2083	gain_12
2	125	12	gain	12	2084	gain_12
0	126	12	gain	12	2085	gain_12
0	127	12	gain	12	2086	gain_12
0	128	12	gain	12	2087	gain_12
0	129	12	gain	12	2088	gain_12
0	130	12	gain	12	2089	gain_12
0	131	12	gain	12	2090	gain_12
0	132	12	gain	12	2091	gain_12
2	133	12	gain	12	2092	gain_12
3	134	12	gain	12	2093	gain_12
0	1	13	gain	13	2094	gain_13
0	2	13	gain	13	2095	gain_13
0	3	13	gain	13	2096	gain_13
0	4	13	gain	13	2097	gain_13
0	5	13	gain	13	2098	gain_13
0	6	13	gain	13	2099	gain_13
0	7	13	gain	13	2100	gain_13
0	8	13	gain	13	2101	gain_13
0	9	13	gain	13	2102	gain_13
0	10	13	gain	13	2103	gain_13
0	11	13	gain	13	2104	gain_13
0	12	13	gain	13	2105	gain_13
0	13	13	gain	13	2106	gain_13
0	14	13	gain	13	2107	gain_13
0	15	13	gain	13	2108	gain_13
0	16	13	gain	13	2109	gain_13
0	17	13	gain	13	2110	gain_13
0	18	13	gain	13	2111	gain_13
0	19	13	gain	13	2112	gain_13
4	20	13	gain	13	2113	gain_13
7	21	13	gain	13	2114	gain_13
2	22	13	gain	13	2115	gain_13
1	23	13	gain	13	2116	gain_13
0	24	13	gain	13	2117	gain_13
0	25	13	gain	13	2118	gain_13
2	26	13	gain	13	2119	gain_13
0	27	13	gain	13	2120	gain_13
0	28	13	gain	13	2121	gain_13
0	29	13	gain	13	2122	gain_13
0	30	13	gain	13	2123	gain_13
2	31	13	gain	13	2124	gain_13
1	32	13	gain	13	2125	gain_13
0	33	13	gain	13	2126	gain_13
0	34	13	gain	13	2127	gain_13
0	35	13	gain	13	2128	gain_13
1	36	13	gain	13	2129	gain_13
3	37	13	gain	13	2130	gain_13
1	38	13	gain	13	2131	gain_13
0	39	13	gain	13	2132	gain_13
0	40	13	gain	13	2133	gain_13
1	41	13	gain	13	2134	gain_13
1	42	13	gain	13	2135	gain_13
0	43	13	gain	13	2136	gain_13
0	44	13	gain	13	2137	gain_13
1	45	13	gain	13	2138	gain_13
0	46	13	gain	13	2139	gain_13
0	47	13	gain	13	2140	gain_13
0	48	13	gain	13	2141	gain_13
0	49	13	gain	13	2142	gain_13
0	50	13	gain	13	2143	gain_13
0	51	13	gain	13	2144	gain_13
0	52	13	gain	13	2145	gain_13
0	53	13	gain	13	2146	gain_13
0	54	13	gain	13	2147	gain_13
0	55	13	gain	13	2148	gain_13
0	56	13	gain	13	2149	gain_13
0	57	13	gain	13	2150	gain_13
0	58	13	gain	13	2151	gain_13
0	59	13	gain	13	2152	gain_13
0	60	13	gain	13	2153	gain_13
0	61	13	gain	13	2154	gain_13
0	62	13	gain	13	2155	gain_13
0	63	13	gain	13	2156	gain_13
0	64	13	gain	13	2157	gain_13
0	65	13	gain	13	2158	gain_13
0	66	13	gain	13	2159	gain_13
0	67	13	gain	13	2160	gain_13
1	68	13	gain	13	2161	gain_13
4	69	13	gain	13	2162	gain_13
2	70	13	gain	13	2163	gain_13
3	71	13	gain	13	2164	gain_13
2	72	13	gain	13	2165	gain_13
1	73	13	gain	13	2166	gain_13
0	74	13	gain	13	2167	gain_13
0	75	13	gain	13	2168	gain_13
0	76	13	gain	13	2169	gain_13
0	77	13	gain	13	2170	gain_13
1	78	13	gain	13	2171	gain_13
0	79	13	gain	13	2172	gain_13
0	80	13	gain	13	2173	gain_13
0	81	13	gain	13	2174	gain_13
0	82	13	gain	13	2175	gain_13
0	83	13	gain	13	2176	gain_13
2	84	13	gain	13	2177	gain_13
3	85	13	gain	13	2178	gain_13
0	86	13	gain	13	2179	gain_13
1	87	13	gain	13	2180	gain_13
0	88	13	gain	13	2181	gain_13
1	89	13	gain	13	2182	gain_13
1	90	13	gain	13	2183	gain_13
0	91	13	gain	13	2184	gain_13
1	92	13	gain	13	2185	gain_13
0	93	13	gain	13	2186	gain_13
0	94	13	gain	13	2187	gain_13
0	95	13	gain	13	2188	gain_13
0	96	13	gain	13	2189	gain_13
0	97	13	gain	13	2190	gain_13
0	98	13	gain	13	2191	gain_13
0	99	13	gain	13	2192	gain_13
0	100	13	gain	13	2193	gain_13
0	101	13	gain	13	2194	gain_13
0	102	13	gain	13	2195	gain_13
0	103	13	gain	13	2196	gain_13
0	104	13	gain	13	2197	gain_13
0	105	13	gain	13	2198	gain_13
0	106	13	gain	13	2199	gain_13
0	107	13	gain	13	2200	gain_13
0	108	13	gain	13	2201	gain_13
0	109	13	gain	13	2202	gain_13
0	110	13	gain	13	2203	gain_13
0	111	13	gain	13	2204	gain_13
0	112	13	gain	13	2205	gain_13
1	113	13	gain	13	2206	gain_13
0	114	13	gain	13	2207	gain_13
0	115	13	gain	13	2208	gain_13
0	116	13	gain	13	2209	gain_13
0	1	14	gain	14	2210	gain_14
0	2	14	gain	14	2211	gain_14
0	3	14	gain	14	2212	gain_14
0	4	14	gain	14	2213	gain_14
0	5	14	gain	14	2214	gain_14
0	6	14	gain	14	2215	gain_14
0	7	14	gain	14	2216	gain_14
0	8	14	gain	14	2217	gain_14
0	9	14	gain	14	2218	gain_14
0	10	14	gain	14	2219	gain_14
0	11	14	gain	14	2220	gain_14
0	12	14	gain	14	2221	gain_14
0	13	14	gain	14	2222	gain_14
0	14	14	gain	14	2223	gain_14
0	15	14	gain	14	2224	gain_14
0	16	14	gain	14	2225	gain_14
0	17	14	gain	14	2226	gain_14
0	18	14	gain	14	2227	gain_14
0	19	14	gain	14	2228	gain_14
0	20	14	gain	14	2229	gain_14
4	21	14	gain	14	2230	gain_14
1	22	14	gain	14	2231	gain_14
0	23	14	gain	14	2232	gain_14
1	24	14	gain	14	2233	gain_14
2	25	14	gain	14	2234	gain_14
1	26	14	gain	14	2235	gain_14
0	27	14	gain	14	2236	gain_14
0	28	14	gain	14	2237	gain_14
0	29	14	gain	14	2238	gain_14
0	30	14	gain	14	2239	gain_14
1	31	14	gain	14	2240	gain_14
0	32	14	gain	14	2241	gain_14
1	33	14	gain	14	2242	gain_14
1	34	14	gain	14	2243	gain_14
0	35	14	gain	14	2244	gain_14
2	36	14	gain	14	2245	gain_14
3	37	14	gain	14	2246	gain_14
2	38	14	gain	14	2247	gain_14
1	39	14	gain	14	2248	gain_14
1	40	14	gain	14	2249	gain_14
0	41	14	gain	14	2250	gain_14
0	42	14	gain	14	2251	gain_14
0	43	14	gain	14	2252	gain_14
0	44	14	gain	14	2253	gain_14
1	45	14	gain	14	2254	gain_14
1	46	14	gain	14	2255	gain_14
0	47	14	gain	14	2256	gain_14
0	48	14	gain	14	2257	gain_14
0	49	14	gain	14	2258	gain_14
3	50	14	gain	14	2259	gain_14
0	51	14	gain	14	2260	gain_14
2	52	14	gain	14	2261	gain_14
2	53	14	gain	14	2262	gain_14
4	54	14	gain	14	2263	gain_14
1	55	14	gain	14	2264	gain_14
3	56	14	gain	14	2265	gain_14
1	57	14	gain	14	2266	gain_14
1	58	14	gain	14	2267	gain_14
1	59	14	gain	14	2268	gain_14
2	60	14	gain	14	2269	gain_14
1	61	14	gain	14	2270	gain_14
0	62	14	gain	14	2271	gain_14
0	63	14	gain	14	2272	gain_14
0	64	14	gain	14	2273	gain_14
0	65	14	gain	14	2274	gain_14
0	66	14	gain	14	2275	gain_14
1	67	14	gain	14	2276	gain_14
0	68	14	gain	14	2277	gain_14
1	69	14	gain	14	2278	gain_14
1	70	14	gain	14	2279	gain_14
0	71	14	gain	14	2280	gain_14
0	72	14	gain	14	2281	gain_14
0	73	14	gain	14	2282	gain_14
0	74	14	gain	14	2283	gain_14
0	75	14	gain	14	2284	gain_14
1	76	14	gain	14	2285	gain_14
1	77	14	gain	14	2286	gain_14
0	78	14	gain	14	2287	gain_14
3	79	14	gain	14	2288	gain_14
2	80	14	gain	14	2289	gain_14
0	81	14	gain	14	2290	gain_14
0	82	14	gain	14	2291	gain_14
0	83	14	gain	14	2292	gain_14
0	84	14	gain	14	2293	gain_14
0	85	14	gain	14	2294	gain_14
1	86	14	gain	14	2295	gain_14
1	87	14	gain	14	2296	gain_14
3	88	14	gain	14	2297	gain_14
2	89	14	gain	14	2298	gain_14
1	90	14	gain	14	2299	gain_14
0	91	14	gain	14	2300	gain_14
0	92	14	gain	14	2301	gain_14
0	93	14	gain	14	2302	gain_14
0	94	14	gain	14	2303	gain_14
0	95	14	gain	14	2304	gain_14
0	96	14	gain	14	2305	gain_14
0	97	14	gain	14	2306	gain_14
0	98	14	gain	14	2307	gain_14
0	99	14	gain	14	2308	gain_14
0	100	14	gain	14	2309	gain_14
0	101	14	gain	14	2310	gain_14
0	102	14	gain	14	2311	gain_14
1	103	14	gain	14	2312	gain_14
1	104	14	gain	14	2313	gain_14
3	105	14	gain	14	2314	gain_14
1	106	14	gain	14	2315	gain_14
1	107	14	gain	14	2316	gain_14
1	108	14	gain	14	2317	gain_14
0	1	15	gain	15	2318	gain_15
0	2	15	gain	15	2319	gain_15
0	3	15	gain	15	2320	gain_15
0	4	15	gain	15	2321	gain_15
0	5	15	gain	15	2322	gain_15
0	6	15	gain	15	2323	gain_15
0	7	15	gain	15	2324	gain_15
0	8	15	gain	15	2325	gain_15
0	9	15	gain	15	2326	gain_15
0	10	15	gain	15	2327	gain_15
0	11	15	gain	15	2328	gain_15
0	12	15	gain	15	2329	gain_15
0	13	15	gain	15	2330	gain_15
0	14	15	gain	15	2331	gain_15
0	15	15	gain	15	2332	gain_15
0	16	15	gain	15	2333	gain_15
0	17	15	gain	15	2334	gain_15
0	18	15	gain	15	2335	gain_15
0	19	15	gain	15	2336	gain_15
0	20	15	gain	15	2337	gain_15
0	21	15	gain	15	2338	gain_15
0	22	15	gain	15	2339	gain_15
0	23	15	gain	15	2340	gain_15
0	24	15	gain	15	2341	gain_15
0	25	15	gain	15	2342	gain_15
0	26	15	gain	15	2343	gain_15
0	27	15	gain	15	2344	gain_15
0	28	15	gain	15	2345	gain_15
0	29	15	gain	15	2346	gain_15
0	30	15	gain	15	2347	gain_15
0	31	15	gain	15	2348	gain_15
0	32	15	gain	15	2349	gain_15
2	33	15	gain	15	2350	gain_15
1	34	15	gain	15	2351	gain_15
1	35	15	gain	15	2352	gain_15
1	36	15	gain	15	2353	gain_15
0	37	15	gain	15	2354	gain_15
0	38	15	gain	15	2355	gain_15
0	39	15	gain	15	2356	gain_15
0	40	15	gain	15	2357	gain_15
0	41	15	gain	15	2358	gain_15
0	42	15	gain	15	2359	gain_15
1	43	15	gain	15	2360	gain_15
0	44	15	gain	15	2361	gain_15
0	45	15	gain	15	2362	gain_15
0	46	15	gain	15	2363	gain_15
1	47	15	gain	15	2364	gain_15
0	48	15	gain	15	2365	gain_15
1	49	15	gain	15	2366	gain_15
0	50	15	gain	15	2367	gain_15
0	51	15	gain	15	2368	gain_15
0	52	15	gain	15	2369	gain_15
0	53	15	gain	15	2370	gain_15
0	54	15	gain	15	2371	gain_15
0	55	15	gain	15	2372	gain_15
0	56	15	gain	15	2373	gain_15
0	57	15	gain	15	2374	gain_15
0	58	15	gain	15	2375	gain_15
0	59	15	gain	15	2376	gain_15
0	60	15	gain	15	2377	gain_15
0	61	15	gain	15	2378	gain_15
0	62	15	gain	15	2379	gain_15
0	63	15	gain	15	2380	gain_15
0	64	15	gain	15	2381	gain_15
0	65	15	gain	15	2382	gain_15
0	66	15	gain	15	2383	gain_15
0	67	15	gain	15	2384	gain_15
1	68	15	gain	15	2385	gain_15
0	69	15	gain	15	2386	gain_15
0	70	15	gain	15	2387	gain_15
0	71	15	gain	15	2388	gain_15
0	72	15	gain	15	2389	gain_15
0	73	15	gain	15	2390	gain_15
0	74	15	gain	15	2391	gain_15
0	75	15	gain	15	2392	gain_15
0	76	15	gain	15	2393	gain_15
0	77	15	gain	15	2394	gain_15
0	78	15	gain	15	2395	gain_15
0	79	15	gain	15	2396	gain_15
0	80	15	gain	15	2397	gain_15
0	81	15	gain	15	2398	gain_15
0	82	15	gain	15	2399	gain_15
0	83	15	gain	15	2400	gain_15
1	84	15	gain	15	2401	gain_15
0	85	15	gain	15	2402	gain_15
0	86	15	gain	15	2403	gain_15
1	87	15	gain	15	2404	gain_15
1	88	15	gain	15	2405	gain_15
0	89	15	gain	15	2406	gain_15
0	90	15	gain	15	2407	gain_15
0	91	15	gain	15	2408	gain_15
0	92	15	gain	15	2409	gain_15
0	93	15	gain	15	2410	gain_15
0	94	15	gain	15	2411	gain_15
0	95	15	gain	15	2412	gain_15
0	96	15	gain	15	2413	gain_15
0	97	15	gain	15	2414	gain_15
0	98	15	gain	15	2415	gain_15
0	99	15	gain	15	2416	gain_15
0	100	15	gain	15	2417	gain_15
0	101	15	gain	15	2418	gain_15
0	102	15	gain	15	2419	gain_15
0	103	15	gain	15	2420	gain_15
2	1	16	gain	16	2421	gain_16
1	2	16	gain	16	2422	gain_16
0	3	16	gain	16	2423	gain_16
0	4	16	gain	16	2424	gain_16
1	5	16	gain	16	2425	gain_16
2	6	16	gain	16	2426	gain_16
3	7	16	gain	16	2427	gain_16
1	8	16	gain	16	2428	gain_16
0	9	16	gain	16	2429	gain_16
0	10	16	gain	16	2430	gain_16
0	11	16	gain	16	2431	gain_16
0	12	16	gain	16	2432	gain_16
0	13	16	gain	16	2433	gain_16
0	14	16	gain	16	2434	gain_16
0	15	16	gain	16	2435	gain_16
0	16	16	gain	16	2436	gain_16
0	17	16	gain	16	2437	gain_16
0	18	16	gain	16	2438	gain_16
0	19	16	gain	16	2439	gain_16
0	20	16	gain	16	2440	gain_16
0	21	16	gain	16	2441	gain_16
0	22	16	gain	16	2442	gain_16
0	23	16	gain	16	2443	gain_16
0	24	16	gain	16	2444	gain_16
1	25	16	gain	16	2445	gain_16
2	26	16	gain	16	2446	gain_16
1	27	16	gain	16	2447	gain_16
0	28	16	gain	16	2448	gain_16
0	29	16	gain	16	2449	gain_16
0	30	16	gain	16	2450	gain_16
0	31	16	gain	16	2451	gain_16
0	32	16	gain	16	2452	gain_16
0	33	16	gain	16	2453	gain_16
0	34	16	gain	16	2454	gain_16
0	35	16	gain	16	2455	gain_16
0	36	16	gain	16	2456	gain_16
0	37	16	gain	16	2457	gain_16
0	38	16	gain	16	2458	gain_16
0	39	16	gain	16	2459	gain_16
0	40	16	gain	16	2460	gain_16
0	41	16	gain	16	2461	gain_16
0	42	16	gain	16	2462	gain_16
0	43	16	gain	16	2463	gain_16
0	44	16	gain	16	2464	gain_16
0	45	16	gain	16	2465	gain_16
0	46	16	gain	16	2466	gain_16
2	47	16	gain	16	2467	gain_16
2	48	16	gain	16	2468	gain_16
2	49	16	gain	16	2469	gain_16
0	50	16	gain	16	2470	gain_16
0	51	16	gain	16	2471	gain_16
1	52	16	gain	16	2472	gain_16
1	53	16	gain	16	2473	gain_16
0	54	16	gain	16	2474	gain_16
0	55	16	gain	16	2475	gain_16
3	56	16	gain	16	2476	gain_16
3	57	16	gain	16	2477	gain_16
1	58	16	gain	16	2478	gain_16
1	59	16	gain	16	2479	gain_16
1	60	16	gain	16	2480	gain_16
1	61	16	gain	16	2481	gain_16
1	62	16	gain	16	2482	gain_16
0	63	16	gain	16	2483	gain_16
0	64	16	gain	16	2484	gain_16
0	65	16	gain	16	2485	gain_16
0	66	16	gain	16	2486	gain_16
0	67	16	gain	16	2487	gain_16
0	68	16	gain	16	2488	gain_16
0	69	16	gain	16	2489	gain_16
0	70	16	gain	16	2490	gain_16
0	71	16	gain	16	2491	gain_16
2	72	16	gain	16	2492	gain_16
1	73	16	gain	16	2493	gain_16
0	74	16	gain	16	2494	gain_16
0	75	16	gain	16	2495	gain_16
0	76	16	gain	16	2496	gain_16
0	77	16	gain	16	2497	gain_16
2	78	16	gain	16	2498	gain_16
2	79	16	gain	16	2499	gain_16
1	80	16	gain	16	2500	gain_16
1	81	16	gain	16	2501	gain_16
0	82	16	gain	16	2502	gain_16
0	83	16	gain	16	2503	gain_16
1	84	16	gain	16	2504	gain_16
0	85	16	gain	16	2505	gain_16
0	86	16	gain	16	2506	gain_16
1	87	16	gain	16	2507	gain_16
